matreial,materialDescription,quantity,postingDate,cost,movementType,Movement Type Text,Material Document,Document Date,Reference,Storage Location,Customer,userName,Collective number,Time of Entry,reasonArea
401/N2967,(P) SA HOSE -06 440mm B BLUE (P493D),-1,11/10/2024,-5.71,551,GI scrapping,4012232538,11/10/2024,,PROD,,HOPKINSTR,,12:14:39,Damaged - Materials Int
401/N3003,(P) SA HOSE -08 470mm B YELLOW (P493D),-4,11/10/2024,-23.98,551,GI scrapping,4012232485,11/10/2024,,PROD,,HOPKINSTR,,12:10:28,Damaged - Materials Int
401/N3052,(P) SA HOSE -06 480mm B GREY (P493D),-1,11/10/2024,-5.32,551,GI scrapping,4012232281,11/10/2024,,PROD,,HOPKINSTR,,11:55:42,Damaged - Materials Int
401/V3748,ABI WASHER BOTTLE,-1,11/10/2024,-16.13,551,GI scrapping,4012231570,11/10/2024,,PROD,,HOPKINSTR,,11:47:32,Damaged - Production  Z2
402/C9828,WA PIPE UNDER SCR-F,-1,11/10/2024,-94.38,551,GI scrapping,4012219717,11/10/2024,,PROD,,RAFEEQM,,08:03:13,PRODUCTION ROTO
402/P6059,PILOT VALVE,-1,11/10/2024,-115.64,551,GI scrapping,4012232403,11/10/2024,,PROD,,HOPKINSTR,,12:01:31,Damaged - Materials Int
551/10100,PHASE I STEER(BLACK),-3,11/10/2024,-313.08,551,GI scrapping,4012229934,11/10/2024,,PROD,,HOPKINSTR,,11:44:39,Damaged - Production  Z2
611/30300,HOSE 1/4BSP 600mm,-1,11/10/2024,-4.22,551,GI scrapping,4012232273,11/10/2024,,PROD,,HOPKINSTR,,11:54:19,Damaged - Materials Int
611/47600,HOSE,-5,11/10/2024,-29.2,551,GI scrapping,4012232415,11/10/2024,,PROD,,HOPKINSTR,,12:02:34,Damaged - Materials Int
612/31700,"HOSE 3/8"" BSP 380mm",-1,11/10/2024,-4.06,551,GI scrapping,4012232531,11/10/2024,,PROD,,HOPKINSTR,,12:12:43,Damaged - Materials Int
613/31900,HOSE 1/2BSP 620mm,-1,11/10/2024,-4.71,551,GI scrapping,4012232461,11/10/2024,,PROD,,HOPKINSTR,,12:06:27,Damaged - Materials Int
613/80089,HOSE,-1,11/10/2024,-10.06,551,GI scrapping,4012232530,11/10/2024,,PROD,,HOPKINSTR,,12:12:16,Damaged - Materials Int
637/31400,HOSE,-1,11/10/2024,-17.71,551,GI scrapping,4012230706,11/10/2024,,PROD,,HOPKINSTR,,11:47:03,Damaged - Production  Z2
700/50130,REAR LIGHT & PLINTH CLUST,-1,11/10/2024,-14.75,551,GI scrapping,4012219615,11/10/2024,,PROD,,RAFEEQM,,07:52:15,PRODUCTION ROTO
716/21900,FUSE HOLDER,-2,11/10/2024,-4.14,551,GI scrapping,4012220125,11/10/2024,,PROD,,RAFEEQM,,08:24:47,PRODUCTION ROTO
721/M0762,ABS/EBS TRALER BRAKE SOCK,-2,11/10/2024,-58.31,551,GI scrapping,4012231574,11/10/2024,,PROD,,HOPKINSTR,,11:48:32,Damaged - Production  Z2
21AG/BA132,HOSE -04 BSP LP 1320mm B,-1,10/10/2024,-6.93,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
21AG/EM166,HOSE -04 BSP LP 1660mm C,-1,10/10/2024,-8.65,551,GI scrapping,4012199227,10/10/2024,,PROD,,HOPKINSTR,,12:40:13,Damaged - Production Z7
25/222862,VALVE PRIORITY FLOW DIVIDER,-2,10/10/2024,-156.66,551,GI scrapping,4012197187,10/10/2024,,PROD,,HOPKINSTR,,10:58:29,Damaged - Production Z7
25AG/AA054,HOSE -12 BSP LP 540mm A,-1,10/10/2024,-9.43,551,GI scrapping,4012198101,10/10/2024,,PROD,,HOPKINSTR,,11:34:55,Damaged - Production Z7
25AG/AA054,HOSE -12 BSP LP 540mm A,-1,10/10/2024,-9.43,551,GI scrapping,4012197490,10/10/2024,,PROD,,HOPKINSTR,,11:11:53,Damaged - Production Z7
25AG/AA136,HOSE -12 BSP LP 1360mm A,-1,10/10/2024,-12.31,551,GI scrapping,4012199152,10/10/2024,,PROD,,HOPKINSTR,,12:35:18,Damaged - Production Z7
25AG/DA125,HOSE 3/4 BSP LP 1250mm B,-1,10/10/2024,-12.61,551,GI scrapping,4012199154,10/10/2024,,PROD,,HOPKINSTR,,12:36:49,Damaged - Production Z7
25AG/GA106,HOSE -12 BSP LP 1060mm B,-1,10/10/2024,-16.17,551,GI scrapping,4012199153,10/10/2024,,PROD,,HOPKINSTR,,12:36:21,Damaged - Production Z7
25AG/GA106,HOSE -12 BSP LP 1060mm B,-1,10/10/2024,-16.16,551,GI scrapping,4012199325,10/10/2024,,PROD,,HOPKINSTR,,12:46:59,Damaged - Production Z7
26AG/EN148,HOSE-16 BSP LP 1480mm C,-1,10/10/2024,-22.97,551,GI scrapping,4012198501,10/10/2024,,PROD,,HOPKINSTR,,11:55:37,Damaged - Production Z7
31AG/AA134,HOSE -04 BSP HP 1340mm A,-1,10/10/2024,-6.12,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
31AG/AA134,HOSE -04 BSP HP 1340mm A,-1,10/10/2024,-6.13,551,GI scrapping,4012199138,10/10/2024,,PROD,,HOPKINSTR,,12:34:16,Damaged - Production Z7
31AG/BA036,HOSE -04 BSP HP 360mm B,-1,10/10/2024,-4.48,551,GI scrapping,4012197496,10/10/2024,,PROD,,HOPKINSTR,,11:13:22,Damaged - Production Z7
31AG/BA100,HOSE -04 BSP HP 1000mm B,-1,10/10/2024,-6.18,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
31AG/BA100,HOSE -04 BSP HP 1000mm B,-1,10/10/2024,-6.17,551,GI scrapping,4012193797,10/10/2024,,PROD,,LEWISED,,08:23:19,DAMAGED - PRODUCTION Z7
31AG/BA237,HOSE -04 BSP HP 2370mm B,-1,10/10/2024,-8.49,551,GI scrapping,4012199357,10/10/2024,,PROD,,HOPKINSTR,,12:50:25,Damaged - Production Z7
31AG/BA237,HOSE -04 BSP HP 2370mm B,-1,10/10/2024,-8.48,551,GI scrapping,4012202450,10/10/2024,,PROD,,HOPKINSTR,,15:27:39,Damaged - Production Z7
31AG/CD052,HOSE -04 BSP HP 520mm C,-1,10/10/2024,-4.87,551,GI scrapping,4012202825,10/10/2024,,PROD,,HOPKINSTR,,15:41:55,Damaged - Production Z7
31AG/DA025,HOSE -04 BSP HP 250mm B,-1,10/10/2024,-4.11,551,GI scrapping,4012199136,10/10/2024,,PROD,,HOPKINSTR,,12:33:48,Damaged - Production Z7
31AG/DA130,HOSE -04 BSP HP 1300mm B,-1,10/10/2024,-7.7,551,GI scrapping,4012199264,10/10/2024,,PROD,,HOPKINSTR,,12:41:59,Damaged - Production Z7
31AG/DA130,HOSE -04 BSP HP 1300mm B,-1,10/10/2024,-7.69,551,GI scrapping,4012199156,10/10/2024,,PROD,,HOPKINSTR,,12:37:44,Damaged - Production Z7
31AG/EC062,HOSE -04 BSP HP 620mm C,-1,10/10/2024,-6.57,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
320/A7226,FUEL FILTER ASSEMBLY RH,-3,10/10/2024,-985.78,551,GI scrapping,4012194715,10/10/2024,,PROD,,HOPKINSTR,,08:50:12,Damaged - Production Z7
320/A7362,6kP-G-1-C-2R-12MB-332-146,-1,10/10/2024,-226.58,551,GI scrapping,4012196829,10/10/2024,,PROD,,HOPKINSTR,,10:32:18,Damaged - Production Z7
320/A9100,SM 6-5 12V SUPPLY MODULE HHP,-1,10/10/2024,-209,551,GI scrapping,4012194898,10/10/2024,,PROD,,HOPKINSTR,,08:56:15,Damaged - Production Z7
320/B6250,PH2 CAN SCR-F RAD AXIAL,-2,10/10/2024,"-1,813.40",551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
320/B6251,PH2 CAN SCR-F RAD-AXIAL,-1,10/10/2024,"-1,179.68",551,GI scrapping,4012193832,10/10/2024,,PROD,,HOPKINSTR,,08:23:42,Damaged - Production Z7
320/B6253,PH2 DOC RAD-AXIAL <100,-2,10/10/2024,-657.16,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
320/B6254,ph2 doc rad -axial>100kw,-1,10/10/2024,-382.15,551,GI scrapping,4012193682,10/10/2024,,PROD,,HOPKINSTR,,08:20:22,Damaged - Production Z7
320/B6256,PH2 WA MIXER (LOADALL),-1,10/10/2024,-148.56,551,GI scrapping,4012193632,10/10/2024,,PROD,,HOPKINSTR,,08:18:39,Damaged - Production Z7
32AG/AA034,HOSE -06 BSP HP 340mm A,-1,10/10/2024,-4.29,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
32AG/AA050,HOSE -06 BSP HP 500mm A,-1,10/10/2024,-4.26,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
32AG/AA130,HOSE -06 BSP HP 1300mm A,-1,10/10/2024,-6.87,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
32AG/BA040,HOSE 3/8 BSP HP 400B,-2,10/10/2024,-11.87,551,GI scrapping,4012199130,10/10/2024,,PROD,,HOPKINSTR,,12:31:46,Damaged - Production Z7
32AG/BA068,HOSE -06 BSP HP 680mm B,-1,10/10/2024,-6.01,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
331/50108,(P) HANDBRAKE GAITER,-1,10/10/2024,-1.96,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
332/C4970,(W) Hose 3/8 BSP 15,-1,10/10/2024,-9.21,551,GI scrapping,4012199350,10/10/2024,,PROD,,HOPKINSTR,,12:48:52,Damaged - Production Z7
332/C4970,(W) Hose 3/8 BSP 15,-1,10/10/2024,-9.21,551,GI scrapping,4012199155,10/10/2024,,PROD,,HOPKINSTR,,12:37:16,Damaged - Production Z7
332/C5925,CHECK VALVE & BODY ASSY,-1,10/10/2024,-43.43,551,GI scrapping,4012196825,10/10/2024,,PROD,,HOPKINSTR,,10:31:50,Damaged - Production Z7
332/D3032,HOSE 3/4 BSP   545MM,-1,10/10/2024,-14.24,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/F0839,BATTERY 12V 1000CCA,-2,10/10/2024,-135.57,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
332/F3188,HOSE 3/4 BSP - 1 S,-1,10/10/2024,-23.61,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/F5369,HOSE-08BSPHP500mmB,-1,10/10/2024,-6.42,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/F7094,TOWING/BULKHEAD PLATE W.A,-1,10/10/2024,-1.58,551,GI scrapping,4012197241,10/10/2024,,PROD,,HOPKINSTR,,11:01:12,Damaged - Production Z7
332/G3511,GA HOSE 3/8 BSP - TWIN RED,-1,10/10/2024,-9.52,551,GI scrapping,4012199329,10/10/2024,,PROD,,HOPKINSTR,,12:47:55,Damaged - Production Z7
332/G3517,GA HOSE 3/8 BSP,-1,10/10/2024,-10.99,551,GI scrapping,4012199439,10/10/2024,,PROD,,HOPKINSTR,,12:56:14,Damaged - Production Z7
332/G3517,GA HOSE 3/8 BSP,-1,10/10/2024,-10.99,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/G3518,GA HOSE 3/8 BSP,-1,10/10/2024,-10.09,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/G3518,GA HOSE 3/8 BSP,-1,10/10/2024,-10.1,551,GI scrapping,4012199088,10/10/2024,,PROD,,HOPKINSTR,,12:30:48,Damaged - Production Z7
332/G3524,GA HOSE 1/2 BSP 1600MM PURPLE,-1,10/10/2024,-9.15,551,GI scrapping,4012202866,10/10/2024,,PROD,,HOPKINSTR,,15:42:54,Damaged - Production Z7
332/G3524,GA HOSE 1/2 BSP 1600MM PURPLE,-1,10/10/2024,-9.15,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/G3525,GA HOSE 1/2 BSP 1570MM L/BLUE,-1,10/10/2024,-9.1,551,GI scrapping,4012193797,10/10/2024,,PROD,,LEWISED,,08:23:19,DAMAGED - PRODUCTION Z7
332/G3525,GA HOSE 1/2 BSP 1570MM L/BLUE,-1,10/10/2024,-9.1,551,GI scrapping,4012199355,10/10/2024,,PROD,,HOPKINSTR,,12:49:46,Damaged - Production Z7
332/G4265,BLIND GROMMET,-1,10/10/2024,-1.21,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
332/G4331,GA HOSE 1/2 BSP 1480MM YELLOW,-1,10/10/2024,-8.85,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/G4336,GA HOSE 1/2 BSP 1480MM PINK,-1,10/10/2024,-8.85,551,GI scrapping,4012199225,10/10/2024,,PROD,,HOPKINSTR,,12:39:11,Damaged - Production Z7
332/G4336,GA HOSE 1/2 BSP 1480MM PINK,-1,10/10/2024,-8.85,551,GI scrapping,4012193797,10/10/2024,,PROD,,LEWISED,,08:23:19,DAMAGED - PRODUCTION Z7
332/G4338,GA HOSE 1/2 BSP 1460MM LILAC,-1,10/10/2024,-9,551,GI scrapping,4012199296,10/10/2024,,PROD,,HOPKINSTR,,12:45:24,Damaged - Production Z7
332/G4338,GA HOSE 1/2 BSP 1460MM LILAC,-1,10/10/2024,-9.01,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/G4343,GA HOSE 1/2 BSP 1530MM ORANGE,-1,10/10/2024,-9.03,551,GI scrapping,4012199224,10/10/2024,,PROD,,HOPKINSTR,,12:38:48,Damaged - Production Z7
332/G4343,GA HOSE 1/2 BSP 1530MM ORANGE,-1,10/10/2024,-9.02,551,GI scrapping,4012199066,10/10/2024,,PROD,,HOPKINSTR,,12:25:09,Damaged - Production Z7
332/G4829,WA REAR LIGHT ARM,-4,10/10/2024,-26.18,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
332/G6053,PIVOT PIN 59.9 X 481,-2,10/10/2024,-26.19,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
332/P0956,"Hose 3/8""BSP 355mm",-1,10/10/2024,-4.41,551,GI scrapping,4012199409,10/10/2024,,PROD,,HOPKINSTR,,12:54:21,Damaged - Production Z7
332/P0956,"Hose 3/8""BSP 355mm",-1,10/10/2024,-4.4,551,GI scrapping,4012199321,10/10/2024,,PROD,,HOPKINSTR,,12:45:50,Damaged - Production Z7
332/U0361,Hose 1/2 bsp 740mm,-1,10/10/2024,-6.93,551,GI scrapping,4012198068,10/10/2024,,PROD,,HOPKINSTR,,11:34:27,Damaged - Production Z7
332/U3935,HOSE 3/8 BSP 1200mm LONG,-1,10/10/2024,-6.59,551,GI scrapping,4012199400,10/10/2024,,PROD,,HOPKINSTR,,12:51:17,Damaged - Production Z7
332/W7461,HOSE 1 BSP 990LG,-1,10/10/2024,-22.85,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/W7461,HOSE 1 BSP 990LG,-1,10/10/2024,-22.85,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
332/Y1076,HOSE PRESSURE,-1,10/10/2024,-4.49,551,GI scrapping,4012199405,10/10/2024,,PROD,,HOPKINSTR,,12:52:55,Damaged - Production Z7
332/Y1076,HOSE PRESSURE,-1,10/10/2024,-4.48,551,GI scrapping,4012199438,10/10/2024,,PROD,,HOPKINSTR,,12:55:46,Damaged - Production Z7
333/C6980,STEER MODE VALVE,-2,10/10/2024,-170.55,551,GI scrapping,4012195119,10/10/2024,,PROD,,HOPKINSTR,,09:06:15,Damaged - Production Z7
333/C6980,STEER MODE VALVE,-1,10/10/2024,-85.28,551,GI scrapping,4012194754,10/10/2024,,PROD,,HOPKINSTR,,08:52:14,Damaged - Production Z7
333/D1934,ASPIRATOR,-3,10/10/2024,-2.21,551,GI scrapping,4012194896,10/10/2024,,PROD,,HOPKINSTR,,08:55:37,Damaged - Production Z7
333/D2052,HOSE AIR CONDITIONING,-1,10/10/2024,-20.15,551,GI scrapping,4012198563,10/10/2024,,PROD,,HOPKINSTR,,11:57:39,Damaged - Production Z7
333/E1020,5BI DRIVE SHAFT HMH,-1,10/10/2024,-73.5,551,GI scrapping,4012197019,10/10/2024,,PROD,,HOPKINSTR,,10:47:20,Damaged - Production Z7
333/G6889,LABEL SM COLOUR CODE,-1,10/10/2024,-0.12,551,GI scrapping,4012197069,10/10/2024,,PROD,,HOPKINSTR,,10:50:00,Damaged - Production Z7
333/G7814,WIDE ANGLE MIRROR,-1,10/10/2024,-18.63,551,GI scrapping,4012198787,10/10/2024,,PROD,,HOPKINSTR,,12:11:00,Damaged - Production Z7
333/H1817,550-80 FENDER BRACKET,-47,10/10/2024,"-1,234.03",551,GI scrapping,4012192941,10/10/2024,,PROD,,HEATHC,,07:44:33,Materials obsolete
333/H2380,UREA SUCTION HOSE,-1,10/10/2024,-20.56,551,GI scrapping,4012197666,10/10/2024,,PROD,,HOPKINSTR,,11:20:06,Damaged - Production Z7
333/H2735,HOSE -10 BSP HP 450mm B,-1,10/10/2024,-8.15,551,GI scrapping,4012197604,10/10/2024,,PROD,,HOPKINSTR,,11:18:04,Damaged - Production Z7
333/H8382,WORKLIGHT HITCH LED,-1,10/10/2024,-39.64,551,GI scrapping,4012197489,10/10/2024,,PROD,,HOPKINSTR,,11:11:21,Damaged - Production Z7
334/C1317,COOLANT CV-HEADER WIDE CH,-1,10/10/2024,-7.71,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
334/C3400,WA LEFT LIFT FEED PIPE,-1,10/10/2024,-15.47,551,GI scrapping,4012194964,10/10/2024,,PROD,,HOPKINSTR,,08:57:49,Damaged - Production Z7
334/C3452,WA LIFT RAM FEED PIPE,-1,10/10/2024,-17.32,551,GI scrapping,4012193722,10/10/2024,,PROD,,HOPKINSTR,,08:21:23,Damaged - Production Z7
334/C5697,PO CBV - LIFT RAM - SRS,-1,10/10/2024,-165.54,551,GI scrapping,4012193925,10/10/2024,,PROD,,HOPKINSTR,,08:28:06,Damaged - Production Z7
334/C5697,PO CBV - LIFT RAM - SRS,-1,10/10/2024,-165.55,551,GI scrapping,4012193963,10/10/2024,,PROD,,HOPKINSTR,,08:29:09,Damaged - Production Z7
334/C8020,CHECK VALVE 5 BAR 80 L/MIN,-1,10/10/2024,-9.15,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
334/D0358,SA HOSE 5/8 BSP 1020mm HP,-1,10/10/2024,-12.35,551,GI scrapping,4012197563,10/10/2024,,PROD,,HOPKINSTR,,11:15:29,Damaged - Production Z7
334/D7031,ABI FUSELINK BOX,-1,10/10/2024,-23.03,551,GI scrapping,4012194499,10/10/2024,,PROD,,HOPKINSTR,,08:40:23,Damaged - Production Z7
334/E6335,CHECK VALVE 0.35 BAR,-1,10/10/2024,-6.6,551,GI scrapping,4012199268,10/10/2024,,PROD,,HOPKINSTR,,12:43:16,Damaged - Production Z7
334/E6397,ABI DRIVE SHAFT HMH,-1,10/10/2024,-73.42,551,GI scrapping,4012194753,10/10/2024,,PROD,,HOPKINSTR,,08:51:41,Damaged - Production Z7
334/E6777,OIL COOLER FLUID TO FLUID,-1,10/10/2024,-82.4,551,GI scrapping,4012197855,10/10/2024,,PROD,,HOPKINSTR,,11:26:54,Damaged - Production Z7
334/F1263,(W) (P) (P) JCB TREAD PLATE (P493) Not R,-1,10/10/2024,-2.67,551,GI scrapping,4012194960,10/10/2024,,PROD,,HOPKINSTR,,08:57:22,Damaged - Production Z7
334/F1710,WA REAR SIDE PRESSING,-1,10/10/2024,-10.71,551,GI scrapping,4012197926,10/10/2024,,PROD,,HOPKINSTR,,11:29:33,Damaged - Production Z7
334/F2842,LIFT ARM SUPPORT DEVICE (,-1,10/10/2024,-12.11,551,GI scrapping,4012197220,10/10/2024,,PROD,,HOPKINSTR,,10:58:59,Damaged - Production Z7
334/F5315,RECEIVER DRIER (P68),-1,10/10/2024,-10.39,551,GI scrapping,4012202899,10/10/2024,,PROD,,HOPKINSTR,,15:46:17,Damaged - Production Z7
334/F5315,RECEIVER DRIER (P68),-2,10/10/2024,-20.78,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
334/G3689,ABI HEADER TANK,-2,10/10/2024,-32.81,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
335/B3984,LIFT RAM RECESS COVER,-1,10/10/2024,-34.44,551,GI scrapping,4012194664,10/10/2024,,PROD,,HOPKINSTR,,08:47:36,Damaged - Production Z7
335/F3910,WA BRKT STEP FRONT,-1,10/10/2024,-4.03,551,GI scrapping,4012197922,10/10/2024,,PROD,,HOPKINSTR,,11:27:58,Damaged - Production Z7
33AG/AA024,HOSE -08 BSP HP 240mm A,-1,10/10/2024,-4.15,551,GI scrapping,4012193797,10/10/2024,,PROD,,LEWISED,,08:23:19,DAMAGED - PRODUCTION Z7
33AG/AA024,HOSE -08 BSP HP 240mm A,-1,10/10/2024,-4.15,551,GI scrapping,4012198838,10/10/2024,,PROD,,HOPKINSTR,,12:11:58,Damaged - Production Z7
33AG/CG104,HOSE -08 BSP HP 1040mm C,-1,10/10/2024,-8.21,551,GI scrapping,4012198997,10/10/2024,,PROD,,HOPKINSTR,,12:21:36,Damaged - Production Z7
33AG/GA019,HOSE -08 BSP HP 190mm B,-1,10/10/2024,-10.51,551,GI scrapping,4012193797,10/10/2024,,PROD,,LEWISED,,08:23:19,DAMAGED - PRODUCTION Z7
34AG/AA066,HOSE -10 BSP HP 660mm A,-1,10/10/2024,-8.7,551,GI scrapping,4012199021,10/10/2024,,PROD,,HOPKINSTR,,12:23:14,Damaged - Production Z7
34AG/AA077,HOSE -10 BSP HP 770mm A,-1,10/10/2024,-8.96,551,GI scrapping,4012197561,10/10/2024,,PROD,,HOPKINSTR,,11:14:45,Damaged - Production Z7
34AG/BA060,HOSE - 10 BSP HP 600 MM B,-1,10/10/2024,-11.73,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
34AG/BA084,HOSE -10 BSP HP 840mm B,-1,10/10/2024,-7.44,551,GI scrapping,4012198959,10/10/2024,,PROD,,HOPKINSTR,,12:19:52,Damaged - Production Z7
34AG/BA128,HOSE -10 BSP HP 1280mm B,-1,10/10/2024,-11.9,551,GI scrapping,4012199292,10/10/2024,,PROD,,HOPKINSTR,,12:44:34,Damaged - Production Z7
34AG/DA060,HOSE -10 BSP HP 600mm B,-1,10/10/2024,-9.1,551,GI scrapping,4012198560,10/10/2024,,PROD,,HOPKINSTR,,11:57:12,Damaged - Production Z7
34AG/EN062,HOSE -10 BSP HP 620mm C,-1,10/10/2024,-10.3,551,GI scrapping,4012198992,10/10/2024,,PROD,,HOPKINSTR,,12:20:27,Damaged - Production Z7
35AG/AA122,HOSE -12 BSP HP 1220mm A,-1,10/10/2024,-20.02,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
35AG/AA122,HOSE -12 BSP HP 1220mm A,-1,10/10/2024,-20.03,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
35AG/BA046,HOSE -12 BSP HP 460mm B,-1,10/10/2024,-18.27,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
35AG/DA041,HOSE -12 BSP HP 410mm B,-1,10/10/2024,-15.45,551,GI scrapping,4012195333,10/10/2024,,PROD,,LEWISED,,09:18:56,DAMAGED - PRODUCTION Z7
400/B3777,WA ADBLUE TANK (bracket),-1,10/10/2024,-15.16,551,GI scrapping,4012194750,10/10/2024,,PROD,,HOPKINSTR,,08:50:40,Damaged - Production Z7
400/B3805,gA TANK SUPPORT,-1,10/10/2024,-5.16,551,GI scrapping,4012197101,10/10/2024,,PROD,,HOPKINSTR,,10:50:34,Damaged - Production Z7
400/D8325,SA FENDER BASE RH,-1,10/10/2024,-17.78,551,GI scrapping,4012193784,10/10/2024,,PROD,,HOPKINSTR,,08:22:40,Damaged - Production Z7
400/D8533,SA FENDER RH TRIM 5,-1,10/10/2024,-17.78,551,GI scrapping,4012195187,10/10/2024,,PROD,,HOPKINSTR,,09:09:00,Damaged - Production Z7
400/G9993,HOSE DIESEL FILL,-1,10/10/2024,-6.52,551,GI scrapping,4012193967,10/10/2024,,PROD,,HOPKINSTR,,08:29:37,Damaged - Production Z7
400/J0187,AIR CLEANER ASSY STGE,-1,10/10/2024,-69.74,551,GI scrapping,4012194752,10/10/2024,,PROD,,HOPKINSTR,,08:51:14,Damaged - Production Z7
400/J8835,WA DEF PLATE 5AA/B/D/R YE,-1,10/10/2024,-4.02,551,GI scrapping,4012195180,10/10/2024,,PROD,,HOPKINSTR,,09:06:43,Damaged - Production Z7
400/K5653,FLOORMAT,-1,10/10/2024,-30.84,551,GI scrapping,4012194668,10/10/2024,,PROD,,HOPKINSTR,,08:48:34,Damaged - Production Z7
400/K8975,RH TLTB POD MOULD,-1,10/10/2024,-15.95,551,GI scrapping,4012198013,10/10/2024,,PROD,,HOPKINSTR,,11:30:52,Damaged - Production Z7
400/L4546,STEP TREAD 410x180,-1,10/10/2024,-8.45,551,GI scrapping,4012202854,10/10/2024,,PROD,,LEWISED,,15:41:24,DAMAGED - PRODUCTION Z7
400/L4546,STEP TREAD 410x180,-1,10/10/2024,-8.45,551,GI scrapping,4012198700,10/10/2024,,PROD,,HOPKINSTR,,12:04:31,Damaged - Production Z7
400/L9629,56+KW CAC HOSE,-1,10/10/2024,-24.71,551,GI scrapping,4012196782,10/10/2024,,PROD,,HOPKINSTR,,10:30:27,Damaged - Production Z7
400/L9713,ABI TOP HOSE - s5,-1,10/10/2024,-10,551,GI scrapping,4012196788,10/10/2024,,PROD,,HOPKINSTR,,10:30:59,Damaged - Production Z7
400/N4123,LH 1 AUX POD MOULD P42/P3,-1,10/10/2024,-15.08,551,GI scrapping,4012198739,10/10/2024,,PROD,,HOPKINSTR,,12:07:47,Damaged - Production Z7
400/N8796,WA LOCK PIN PLATE,-2,10/10/2024,-4.8,551,GI scrapping,4012197222,10/10/2024,,PROD,,HOPKINSTR,,10:59:29,Damaged - Production Z7
400/P2297,SA HOSE -04 1080mm B BLUE,-1,10/10/2024,-6.02,551,GI scrapping,4012198999,10/10/2024,,PROD,,HOPKINSTR,,12:22:05,Damaged - Production Z7
